"annotation_id","annotator","comment","created_at","id","lead_time","rating","taxonomy","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки"
2386,"1","Спасибо ","2025-05-17T09:40:08.187782Z",3691620,3.77,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:40:08.187782Z","","","","",""
2387,"1","Решили мой вопрос. Спасибо! ","2025-05-17T09:40:12.804135Z",3695420,3.676,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:40:12.804135Z","","","","",""
2388,"1","Очень радует работа УК. Оперативно! Спасибо!","2025-05-17T09:40:27.202330Z",3716702,13.222,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:40:27.202330Z","","","","",""
2389,"1","Все исправили ","2025-05-17T09:40:32.896369Z",3726842,4.846,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:40:32.896369Z","","","","",""
2390,"1","спасибо за оперативную работу ","2025-05-17T09:40:52.244490Z",3745025,17.145,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""]]}]","2025-05-17T09:40:52.244490Z","","","","",""
2391,"1","Выполнили отлично , обработка заявки была слишком дорогой ","2025-05-17T09:41:16.289547Z",3749719,22.935,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество выполнения заявки""],[""Жалобы и вопросы""]]}]","2025-05-17T09:41:16.289547Z","","","","",""
2392,"1","спасибо большое! теперь не скрипят ","2025-05-17T09:41:23.758454Z",3751364,6.362,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:41:23.758454Z","","","","",""
2393,"1","спасибо","2025-05-17T09:41:27.908833Z",3766183,3.383,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:41:27.908833Z","","","","",""
2394,"1","Спасибо!","2025-05-17T09:41:33.830818Z",3770102,3.48,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:41:33.830818Z","","","","",""
2395,"1","Норм","2025-05-17T09:41:39.549583Z",3773834,4.697,1,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-17T09:41:39.549583Z","","","","",""
2396,"1","спасибо. все прошло очень хорошо","2025-05-17T09:41:45.651525Z",3791959,4.362,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:41:45.651525Z","","","","",""
2397,"1","Спасибо, пришли все поменяли за 10 минут ","2025-05-17T09:41:54.888223Z",3797804,8.186,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""]]}]","2025-05-17T09:41:54.888223Z","","","","",""
2398,"1","Все очень оперативно ","2025-05-17T09:42:02.297805Z",3799741,6.525,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""]]}]","2025-05-17T09:42:02.297805Z","","","","",""
2399,"1","Огромное спасибо.","2025-05-17T09:42:07.556350Z",3802024,4.252,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:42:07.556350Z","","","","",""
2400,"1","Все отлично! Спасибо.","2025-05-17T09:42:12.407473Z",3805876,3.917,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:42:12.407473Z","","","","",""
2401,"1","Хороший мастер","2025-05-17T09:42:18.640509Z",3812092,5.304,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:42:18.640509Z","","","","",""
2402,"1","Спасибо за оперативность! 
","2025-05-17T09:42:31.035018Z",3815412,10.872,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""]]}]","2025-05-17T09:42:31.035018Z","","","","",""
2403,"1","выполнена

","2025-05-17T09:42:37.074467Z",3820641,5.043,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-17T09:42:37.074467Z","","","","",""
2404,"1","Все супер, Мастер 👍","2025-05-17T09:42:48.782622Z",3828569,10.458,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:42:48.782622Z","","","","",""
2405,"1","Благодарю ребят.","2025-05-17T09:43:10.651871Z",3829748,9.207,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:43:10.651871Z","","","","",""
2406,"1","Спасибо большое ","2025-05-17T09:43:15.225868Z",3831509,3.517,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:43:15.225868Z","","","","",""
2407,"1","спасибо","2025-05-17T09:43:19.672091Z",3831883,3.099,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:43:19.672091Z","","","","",""
2408,"1","Спасибо!","2025-05-17T09:43:23.841860Z",3832952,3.351,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:43:23.841860Z","","","","",""
2409,"1","Проблема решена, ручки на окна поставили.
Спасибо за обратную связь!","2025-05-17T09:43:45.639663Z",3834081,20.975,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество выполнения заявки""]]}]","2025-05-17T09:43:45.639663Z","","","","",""
2410,"1","Благодарю за проделанную работу! ","2025-05-17T09:43:52.456104Z",3835748,5.797,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:43:52.456104Z","","","","",""
2411,"1","надеюсь и причину устранили, а то после первого дождя будет тоже самое..","2025-05-17T09:44:00.723019Z",3835874,7.192,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-17T09:44:00.723019Z","","","","",""
2412,"1","Спасибо, всё чётко.","2025-05-17T09:44:05.976119Z",3839647,4.303,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:44:05.976119Z","","","","",""
2413,"1","Благодарю ","2025-05-17T09:44:09.887698Z",3840353,2.911,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:44:09.887698Z","","","","",""
2414,"1","Спасибо Сергей ! ))))","2025-05-17T09:44:25.078724Z",3841026,14.133,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:44:25.078724Z","","","","",""
2415,"1","Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)","2025-05-17T09:44:35.707005Z",3842440,9.007,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:44:35.707005Z","","","","",""
2416,"1","хоть что то сделали 👍👏","2025-05-17T09:44:41.349477Z",3842790,4.648,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-17T09:44:41.349477Z","","","","",""
2417,"1","спасибо)","2025-05-17T09:44:46.328164Z",3843760,3.467,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:44:46.328164Z","","","","",""
2418,"1","профессионально, быстро. очень приятный мастер","2025-05-17T09:45:03.895094Z",3844645,16.022,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""],[""Нравится качество выполнения заявки""]]}]","2025-05-17T09:45:03.895094Z","","","","",""
2419,"1","спасибо! ","2025-05-17T09:45:08.529968Z",3846820,3.66,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:45:08.529968Z","","","","",""
2420,"1","Спасибо, вопрос решили, всё стало нормально ","2025-05-17T09:45:14.802745Z",3846831,5.407,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:45:14.802745Z","","","","",""
2421,"1","Татьяна Владимировна большое вам спасибо!!!! ","2025-05-17T09:45:24.725983Z",3848236,8.558,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:45:24.725983Z","","","","",""
2422,"1","спасибо! ","2025-05-17T09:45:31.137095Z",3850021,3.4,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:45:31.137095Z","","","","",""
2423,"1","спасибо за  быстрый ответ! 


","2025-05-17T09:45:37.981679Z",3850118,5.919,1,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-17T09:45:37.981679Z","","","","",""
2424,"1","Огромное спасибо вам от всего подъезда!!!   )))))","2025-05-17T09:45:46.450486Z",3852179,7.498,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:45:46.450486Z","","","","",""
2425,"1","спасибо!)","2025-05-17T09:45:51.397922Z",3852743,3.087,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:45:51.397922Z","","","","",""
2426,"1","спасибо ","2025-05-17T09:45:55.176410Z",3852975,2.91,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:45:55.176410Z","","","","",""
2427,"1","Все отлично ","2025-05-17T09:46:00.373652Z",3854073,3.716,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:46:00.373652Z","","","","",""
2428,"1","свершилось","2025-05-17T09:46:06.135062Z",3856028,3.577,1,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-17T09:46:06.135062Z","","","","",""
2429,"1","Спасибо мастеру ","2025-05-17T09:46:19.518133Z",3859764,12.551,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:46:19.518133Z","","","","",""
2430,"1","спасибо, Вам, среагировали оперативно/быстро, а так же всё время были на связи🤝","2025-05-17T09:46:36.205752Z",3859780,15.178,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-17T09:46:36.205752Z","","","","",""
2431,"1","Среагировали быстро, благодарю ","2025-05-17T09:46:44.278606Z",3860248,7.081,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""]]}]","2025-05-17T09:46:44.278606Z","","","","",""
2432,"1","Спасибо за оперативность!","2025-05-17T09:47:03.802521Z",3860900,18.479,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:47:03.802521Z","","","","",""
2433,"1","Отличный мастер!","2025-05-17T09:47:14.191251Z",3862448,5.518,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:47:14.191251Z","","","","",""
2434,"1","Спасибо! По крайней мере, по ночам пока шума не слышно.","2025-05-17T09:47:21.485804Z",3863351,6.304,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:47:21.485804Z","","","","",""
2435,"1","Быстро ","2025-05-17T09:47:26.326643Z",3863609,3.938,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""]]}]","2025-05-17T09:47:26.326643Z","","","","",""
2711,"1","Спасибо за своевременное выполнение заявки...","2025-05-17T14:36:07.729447Z",3866829,14.933,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T14:36:07.729447Z","","","","",""
2436,"1","все сделали быстро. спасибо ","2025-05-17T09:48:32.399407Z",3866867,8.625,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""]]}]","2025-05-17T09:48:32.399407Z","","","","",""
2437,"1","всё отлично 👍","2025-05-17T09:48:37.700290Z",3868883,2.725,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:48:37.700290Z","","","","",""
2438,"1","Спасибо ","2025-05-17T09:48:41.157378Z",3871379,2.597,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:48:41.157378Z","","","","",""
2439,"1","Большое спасибо Александру,за оперативность и профессионализм ","2025-05-17T09:48:59.361459Z",3872124,17.411,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:48:59.361459Z","","","","",""
2440,"1","благодарю ","2025-05-17T09:49:03.457145Z",3872129,3.231,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:49:03.457145Z","","","","",""
2441,"1","оперативно и качественно. спасибо ","2025-05-17T09:49:13.935740Z",3873692,9.078,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество выполнения заявки""]]}]","2025-05-17T09:49:13.935740Z","","","","",""
2442,"1","Спасибо!","2025-05-17T09:49:18.984664Z",3874941,4.229,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:49:18.984664Z","","","","",""
2443,"1","благодарю, всего доброго!","2025-05-17T09:49:24.798879Z",3875262,4.421,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:49:24.798879Z","","","","",""
2444,"1","спасибо","2025-05-17T09:49:28.749293Z",3876790,2.895,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:49:28.749293Z","","","","",""
2445,"1","Спасибо ","2025-05-17T09:49:32.983096Z",3876998,3.287,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:49:32.983096Z","","","","",""
2446,"1","Спасибо большое! ","2025-05-17T09:49:37.607944Z",3877186,3.163,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:49:37.607944Z","","","","",""
2447,"1","Спасибо!","2025-05-17T09:49:41.631993Z",3877315,2.856,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:49:41.631993Z","","","","",""
2448,"1","К мастеру вопросов нет.  ","2025-05-17T09:49:51.218822Z",3877334,8.694,3,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:49:51.218822Z","","","","",""
2449,"1","Мастер быстро решил проблему!Всё исправил,очень довольна!Спасибо!","2025-05-17T09:50:05.967875Z",3877901,13.7,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:50:05.968948Z","","","","",""
2450,"1","вытяжка заработала - спасибо. отдельное спасибо мастеру, который сообщил, что нет причин, препятствующих подключению вытяжки к домовой вентиляции ","2025-05-17T09:50:23.798081Z",3878088,17.022,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:50:23.798081Z","","","","",""
2451,"1","спасибо большое! надолго ли🙄","2025-05-17T09:50:36.931523Z",3878555,12.287,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-17T09:50:36.931523Z","","","","",""
2452,"1","Огромное спасибо! ","2025-05-17T09:50:43.361023Z",3878808,5.447,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:50:43.361023Z","","","","",""
2453,"1","Всё очень четко организовано! Большое спасибо за работу!","2025-05-17T09:50:59.266549Z",3879856,14.174,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество выполнения заявки""]]}]","2025-05-17T09:50:59.266549Z","","","","",""
2454,"1","Спасибо Вам большое и за дверь и за номера квартир!","2025-05-17T09:51:08.828202Z",3880345,8.783,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:51:08.828202Z","","","","",""
2455,"1","снимаю звезду за первую отписку без выполнения работ","2025-05-17T09:51:40.283334Z",3880717,30.252,3,"[{""taxonomy"":[[""Жалобы и вопросы""]]}]","2025-05-17T09:51:40.288455Z","","","","",""
2456,"1","В день создания заявки , рабочие оперативно пришли и весь ужас убрали , огромная благодарность ! ","2025-05-17T09:52:04.941647Z",3881004,23.778,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""]]}]","2025-05-17T09:52:04.941647Z","","","","",""
2457,"1","Спасибо!","2025-05-17T09:52:08.976148Z",3881432,3.045,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:52:08.976148Z","","","","",""
2458,"1","Спасибо! Все заработало ","2025-05-17T09:52:13.186294Z",3881460,2.605,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:52:13.186294Z","","","","",""
2459,"1","спасибо, решили мой вопрос на месте в офисе ","2025-05-17T09:52:21.204477Z",3881636,6.95,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:52:21.204477Z","","","","",""
2460,"1","Спасибо больше Ольге Птушкине, за проделанную работу! ","2025-05-17T09:52:29.919821Z",3882840,7.77,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:52:29.919821Z","","","","",""
2461,"1","Спасибо ","2025-05-17T09:52:33.638188Z",3883049,2.77,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:52:33.639228Z","","","","",""
2462,"1","всё сделали хорошо, починили вовремя. наверное, молодцы.","2025-05-17T09:52:47.163207Z",3883200,12.737,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:52:47.163207Z","","","","",""
2463,"1","Спасибо","2025-05-17T09:52:51.372699Z",3883457,2.618,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:52:51.372699Z","","","","",""
2464,"1","Супер! Спасибо!","2025-05-17T09:53:00.685733Z",3883549,8.559,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество выполнения заявки""]]}]","2025-05-17T09:53:00.685733Z","","","","",""
2465,"1","Отлично! Все выполнили как и обещали! ","2025-05-17T09:53:11.628211Z",3883658,9.965,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество выполнения заявки""]]}]","2025-05-17T09:53:11.628211Z","","","","",""
2466,"1","Очень оперативно. Спасибо большое ","2025-05-17T09:53:17.101812Z",3883736,4.524,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""]]}]","2025-05-17T09:53:17.101812Z","","","","",""
2467,"1","Мастер Андрей помог подобрать оборудование (краны/переходники) для подключения, быстро и качественно произвел подключение стиральной машинки. Огромное ему спасибо.","2025-05-17T09:53:32.247413Z",3883745,14.403,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:53:32.247413Z","","","","",""
2468,"1","Спасибо","2025-05-17T09:53:36.286318Z",3883823,2.743,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:53:36.286318Z","","","","",""
2469,"1","спасибо","2025-05-17T09:53:39.938944Z",3884514,2.826,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:53:39.938944Z","","","","",""
2470,"1","Спасибо ","2025-05-17T09:53:43.629425Z",3884705,2.785,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:53:43.629425Z","","","","",""
2471,"1","Умело подкрутили редукторы давления. Молодец!","2025-05-17T09:54:01.491845Z",3884964,16.042,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:54:01.491845Z","","","","",""
2472,"1","все хорошо,дверь практически бесшумно закрывается","2025-05-17T09:54:06.809872Z",3885089,4.197,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:54:06.809872Z","","","","",""
2473,"1","Спасибо ","2025-05-17T09:54:10.735605Z",3885291,2.814,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:54:10.735605Z","","","","",""
2474,"1","спасибо)","2025-05-17T09:54:14.122528Z",3885807,2.528,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:54:14.122528Z","","","","",""
2475,"1","проблемы как таковой не было, я в процессе поиска страх компании и всего лишь. Спасибо сотрудникам","2025-05-17T09:54:41.808445Z",3886150,26.084,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:54:41.808445Z","","","","",""
2476,"1","быстро, чётко, без проблем. одно слово - мастер! ","2025-05-17T09:54:56.495774Z",3886231,13.888,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:54:56.495774Z","","","","",""
2477,"1","Работает. Спасибо!","2025-05-17T09:55:00.392233Z",3886721,3.039,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:55:00.392233Z","","","","",""
2478,"1","сегодня ездил, все исправно работает, спасибо!","2025-05-17T09:55:06.882198Z",3886923,5.638,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:55:06.882198Z","","","","",""
2479,"1","Спасибо большое, всё понятно.","2025-05-17T09:55:13.321714Z",3886937,5.203,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:55:13.321714Z","","","","",""
2480,"1","Татьяна спасибо ❤️","2025-05-17T09:55:19.887213Z",3887002,5.781,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество работы сотрудников""]]}]","2025-05-17T09:55:19.887213Z","","","","",""
2481,"1","На вопрос ответили. Крепления нельзя повесить в колясочной","2025-05-17T09:55:40.944229Z",3887203,19.477,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-17T09:55:40.944229Z","","","","",""
2482,"1","Большое спасибо!","2025-05-17T09:56:00.578948Z",3887228,3.649,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:56:00.578948Z","","","","",""
2483,"1","Лучший ","2025-05-17T09:56:06.109221Z",3887353,4.315,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:56:06.109221Z","","","","",""
2484,"1","спасибо за оперативность ","2025-05-17T09:56:11.044647Z",3887358,3.941,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""]]}]","2025-05-17T09:56:11.044647Z","","","","",""
2485,"1","спасибо ","2025-05-17T09:56:14.965408Z",3887389,3.215,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-17T09:56:14.965408Z","","","","",""
2486,"1","спасибо за то что быстро отреагировали","2025-05-17T09:56:24.789287Z",3887392,8.565,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится скорость отработки заявок""]]}]","2025-05-17T09:56:24.789287Z","","","","",""
